geoid_x,name,total_population,under_18_population,age_65_plus_population,asian_alone_population,black_alone_population,hispanic_or_latino_population,white_alone_population,median_household_income,households_total,households_no_vehicle,households_no_vehicle_pct,poverty_rate_pct,tract,block_group,pct_under_18,pct_65_plus,pct_hispanic,pct_asian,tract_geoid,geoid_y,food_biz_count,food_biz_per_1k,access_score,access_class,tract_lat,tract_lon
060855114002,Block Group 2; Census Tract 5114; Santa Clara County; California,1063,276,277,412,4,41,607,250001,0,0,,,511400,2,26.0,26.1,3.9,38.8,06085511400,06085511400,1,0.28,4,moderate,37.4359496,-122.1435945
060855114003,Block Group 3; Census Tract 5114; Santa Clara County; California,770,221,149,211,0,0,433,250001,0,0,,,511400,3,28.7,19.4,0.0,27.4,06085511400,06085511400,1,0.28,4,moderate,37.4359496,-122.1435945
060855114004,Block Group 4; Census Tract 5114; Santa Clara County; California,1035,212,244,219,0,0,740,250001,0,0,,,511400,4,20.5,23.6,0.0,21.2,06085511400,06085511400,1,0.28,4,moderate,37.4359496,-122.1435945
060855115011,Block Group 1; Census Tract 5115.01; Santa Clara County; California,743,170,169,154,0,0,551,250001,0,0,,,511501,1,22.9,22.7,0.0,20.7,06085511501,06085511501,54,11.54,7,underserved,37.4299081,-122.1475911
060855115012,Block Group 2; Census Tract 5115.01; Santa Clara County; California,2033,365,314,760,213,108,894,109853,0,0,,,511501,2,18.0,15.4,5.3,37.4,06085511501,06085511501,54,11.54,7,underserved,37.4299081,-122.1475911
060855115013,Block Group 3; Census Tract 5115.01; Santa Clara County; California,1904,407,243,498,18,81,1113,217303,0,0,,,511501,3,21.4,12.8,4.3,26.2,06085511501,06085511501,54,11.54,7,underserved,37.4299081,-122.1475911
060855115021,Block Group 1; Census Tract 5115.02; Santa Clara County; California,1045,209,218,53,4,45,881,250001,0,0,,,511502,1,20.0,20.9,4.3,5.1,06085511502,06085511502,14,4.63,1,well_served,37.4155195,-122.1617499
060855115022,Block Group 2; Census Tract 5115.02; Santa Clara County; California,1977,100,457,459,53,278,1116,250001,0,0,,,511502,2,5.1,23.1,14.1,23.2,06085511502,06085511502,14,4.63,1,well_served,37.4155195,-122.1617499
060855116081,Block Group 1; Census Tract 5116.08; Santa Clara County; California,216,0,0,136,0,0,80,40714,0,0,,,511608,1,0.0,0.0,0.0,63.0,06085511608,06085511608,43,12.97,9,highly_underserved,37.4292567,-122.1772178
060855116082,Block Group 2; Census Tract 5116.08; Santa Clara County; California,3100,34,0,818,244,653,1300,47813,0,0,,,511608,2,1.1,0.0,21.1,26.4,06085511608,06085511608,43,12.97,9,highly_underserved,37.4292567,-122.1772178
060855116091,Block Group 1; Census Tract 5116.09; Santa Clara County; California,3441,604,840,1097,65,571,1603,148365,0,0,,,511609,1,17.6,24.4,16.6,31.9,06085511609,06085511609,87,25.28,6,underserved,37.4385457,-122.1744126
060855117011,Block Group 1; Census Tract 5117.01; Santa Clara County; California,1189,305,262,230,0,135,741,250001,0,0,,,511701,1,25.7,22.0,11.4,19.3,06085511701,06085511701,6,1.37,4,moderate,37.3782599,-122.1319059
060855117012,Block Group 2; Census Tract 5117.01; Santa Clara County; California,2420,550,491,457,0,188,1664,250001,0,0,,,511701,2,22.7,20.3,7.8,18.9,06085511701,06085511701,6,1.37,4,moderate,37.3782599,-122.1319059
060855117013,Block Group 3; Census Tract 5117.01; Santa Clara County; California,759,121,216,348,0,0,327,250001,0,0,,,511701,3,15.9,28.5,0.0,45.8,06085511701,06085511701,6,1.37,4,moderate,37.3782599,-122.1319059
060855117021,Block Group 1; Census Tract 5117.02; Santa Clara County; California,2172,532,398,806,0,38,1182,250001,0,0,,,511702,1,24.5,18.3,1.7,37.1,06085511702,06085511702,6,2.1,3,moderate,37.3534047,-122.0975415
060855117022,Block Group 2; Census Tract 5117.02; Santa Clara County; California,687,166,196,266,0,50,347,250001,0,0,,,511702,2,24.2,28.5,7.3,38.7,06085511702,06085511702,6,2.1,3,moderate,37.3534047,-122.0975415
060855117041,Block Group 1; Census Tract 5117.04; Santa Clara County; California,2121,269,979,1130,0,57,822,250001,0,0,,,511704,1,12.7,46.2,2.7,53.3,06085511704,06085511704,5,1.12,6,underserved,37.3610552,-122.1406585
060855117042,Block Group 2; Census Tract 5117.04; Santa Clara County; California,735,106,239,491,0,0,176,250001,0,0,,,511704,2,14.4,32.5,0.0,66.8,06085511704,06085511704,5,1.12,6,underserved,37.3610552,-122.1406585
060855117043,Block Group 3; Census Tract 5117.04; Santa Clara County; California,1624,429,443,671,0,104,797,250001,0,0,,,511704,3,26.4,27.3,6.4,41.3,06085511704,06085511704,5,1.12,6,underserved,37.3610552,-122.1406585
060855117051,Block Group 1; Census Tract 5117.05; Santa Clara County; California,2145,480,540,588,26,162,1278,250001,0,0,,,511705,1,22.4,25.2,7.6,27.4,06085511705,06085511705,40,18.65,1,well_served,37.4057029,-122.161914
060855117071,Block Group 1; Census Tract 5117.07; Santa Clara County; California,1851,179,776,788,90,50,817,197788,0,0,,,511707,1,9.7,41.9,2.7,42.6,06085511707,06085511707,7,2.3,7,underserved,37.2923684,-122.1192678
060855117072,Block Group 2; Census Tract 5117.07; Santa Clara County; California,1196,279,427,201,0,39,895,250001,0,0,,,511707,2,23.3,35.7,3.3,16.8,06085511707,06085511707,7,2.3,7,underserved,37.2923684,-122.1192678
060855118001,Block Group 1; Census Tract 5118; Santa Clara County; California,1725,281,356,145,0,48,1274,249097,0,0,,,511800,1,16.3,20.6,2.8,8.4,06085511800,06085511800,8,1.87,4,moderate,37.160449,-121.9417467
060855118002,Block Group 2; Census Tract 5118; Santa Clara County; California,1530,396,141,45,0,294,1158,163125,0,0,,,511800,2,25.9,9.2,19.2,2.9,06085511800,06085511800,8,1.87,4,moderate,37.160449,-121.9417467
060855118003,Block Group 3; Census Tract 5118; Santa Clara County; California,1034,210,135,26,0,61,903,127367,0,0,,,511800,3,20.3,13.1,5.9,2.5,06085511800,06085511800,8,1.87,4,moderate,37.160449,-121.9417467
060855119051,Block Group 1; Census Tract 5119.05; Santa Clara County; California,1504,388,242,782,21,39,611,250001,0,0,,,511905,1,25.8,16.1,2.6,52.0,06085511905,06085511905,14,4.54,1,well_served,37.2147222,-121.8583082
060855119052,Block Group 2; Census Tract 5119.05; Santa Clara County; California,1580,392,306,711,0,72,778,250001,0,0,,,511905,2,24.8,19.4,4.6,45.0,06085511905,06085511905,14,4.54,1,well_served,37.2147222,-121.8583082
060855119071,Block Group 1; Census Tract 5119.07; Santa Clara County; California,1793,442,305,1210,0,25,523,242976,0,0,,,511907,1,24.7,17.0,1.4,67.5,06085511907,06085511907,5,1.22,4,moderate,37.2197592,-121.8542492
060855119072,Block Group 2; Census Tract 5119.07; Santa Clara County; California,2303,503,402,1027,0,249,946,250001,0,0,,,511907,2,21.8,17.5,10.8,44.6,06085511907,06085511907,5,1.22,4,moderate,37.2197592,-121.8542492
060855119101,Block Group 1; Census Tract 5119.10; Santa Clara County; California,857,132,309,380,0,41,411,215000,0,0,,,511910,1,15.4,36.1,4.8,44.3,06085511910,06085511910,9,3.01,3,moderate,37.2129865,-121.8693977
060855119102,Block Group 2; Census Tract 5119.10; Santa Clara County; California,774,107,155,250,0,39,471,221364,0,0,,,511910,2,13.8,20.0,5.0,32.3,06085511910,06085511910,9,3.01,3,moderate,37.2129865,-121.8693977
060855119103,Block Group 3; Census Tract 5119.10; Santa Clara County; California,1361,355,213,315,0,89,807,250001,0,0,,,511910,3,26.1,15.7,6.5,23.1,06085511910,06085511910,9,3.01,3,moderate,37.2129865,-121.8693977
060855119111,Block Group 1; Census Tract 5119.11; Santa Clara County; California,1872,279,535,416,139,203,1069,94773,0,0,,,511911,1,14.9,28.6,10.8,22.2,06085511911,06085511911,7,1.52,5,moderate,37.2009977,-121.8180552
060855119112,Block Group 2; Census Tract 5119.11; Santa Clara County; California,820,100,153,120,26,110,620,158295,0,0,,,511911,2,12.2,18.7,13.4,14.6,06085511911,06085511911,7,1.52,5,moderate,37.2009977,-121.8180552
060855119113,Block Group 3; Census Tract 5119.11; Santa Clara County; California,1909,345,358,562,0,85,984,247242,0,0,,,511911,3,18.1,18.8,4.5,29.4,06085511911,06085511911,7,1.52,5,moderate,37.2009977,-121.8180552
060855119121,Block Group 1; Census Tract 5119.12; Santa Clara County; California,2322,569,447,1174,0,157,935,231286,0,0,,,511912,1,24.5,19.3,6.8,50.6,06085511912,06085511912,1,0.19,3,moderate,37.2057326,-121.8341741
060855119122,Block Group 2; Census Tract 5119.12; Santa Clara County; California,1318,313,301,724,0,84,513,211875,0,0,,,511912,2,23.7,22.8,6.4,54.9,06085511912,06085511912,1,0.19,3,moderate,37.2057326,-121.8341741
060855119123,Block Group 3; Census Tract 5119.12; Santa Clara County; California,1646,309,214,948,0,162,406,250001,0,0,,,511912,3,18.8,13.0,9.8,57.6,06085511912,06085511912,1,0.19,3,moderate,37.2057326,-121.8341741
060855119131,Block Group 1; Census Tract 5119.13; Santa Clara County; California,1082,111,271,147,0,0,881,250001,0,0,,,511913,1,10.3,25.0,0.0,13.6,06085511913,06085511913,10,2.34,2,well_served,37.2275027,-121.8912184
060855119132,Block Group 2; Census Tract 5119.13; Santa Clara County; California,1729,498,265,389,27,258,1047,250001,0,0,,,511913,2,28.8,15.3,14.9,22.5,06085511913,06085511913,10,2.34,2,well_served,37.2275027,-121.8912184
060855119133,Block Group 3; Census Tract 5119.13; Santa Clara County; California,1471,493,224,350,0,235,811,250001,0,0,,,511913,3,33.5,15.2,16.0,23.8,06085511913,06085511913,10,2.34,2,well_served,37.2275027,-121.8912184
060855119141,Block Group 1; Census Tract 5119.14; Santa Clara County; California,2171,755,301,1003,8,89,678,250001,0,0,,,511914,1,34.8,13.9,4.1,46.2,06085511914,06085511914,16,2.54,3,moderate,37.2305812,-121.8770809
060855119142,Block Group 2; Census Tract 5119.14; Santa Clara County; California,2468,445,692,561,2,204,1524,250001,0,0,,,511914,2,18.0,28.0,8.3,22.7,06085511914,06085511914,16,2.54,3,moderate,37.2305812,-121.8770809
060855119143,Block Group 3; Census Tract 5119.14; Santa Clara County; California,1648,353,231,603,46,100,776,218563,0,0,,,511914,3,21.4,14.0,6.1,36.6,06085511914,06085511914,16,2.54,3,moderate,37.2305812,-121.8770809
060855119151,Block Group 1; Census Tract 5119.15; Santa Clara County; California,1493,446,241,607,0,199,679,186442,0,0,,,511915,1,29.9,16.1,13.3,40.7,06085511915,06085511915,23,6.13,9,highly_underserved,37.2453788,-121.8801869
060855119152,Block Group 2; Census Tract 5119.15; Santa Clara County; California,1136,332,63,43,0,989,38,61394,0,0,,,511915,2,29.2,5.5,87.1,3.8,06085511915,06085511915,23,6.13,9,highly_underserved,37.2453788,-121.8801869
060855119153,Block Group 3; Census Tract 5119.15; Santa Clara County; California,1125,399,228,115,0,668,503,20952,0,0,,,511915,3,35.5,20.3,59.4,10.2,06085511915,06085511915,23,6.13,9,highly_underserved,37.2453788,-121.8801869
060855119161,Block Group 1; Census Tract 5119.16; Santa Clara County; California,2027,434,369,542,207,467,707,145074,0,0,,,511916,1,21.4,18.2,23.0,26.7,06085511916,06085511916,2,0.45,6,underserved,37.2368478,-121.8958888
060855119162,Block Group 2; Census Tract 5119.16; Santa Clara County; California,2456,645,322,1040,8,183,1126,238750,0,0,,,511916,2,26.3,13.1,7.5,42.3,06085511916,06085511916,2,0.45,6,underserved,37.2368478,-121.8958888
060855119171,Block Group 1; Census Tract 5119.17; Santa Clara County; California,2218,355,365,1059,86,143,867,250001,0,0,,,511917,1,16.0,16.5,6.4,47.7,06085511917,06085511917,1,0.23,3,moderate,37.201114,-121.8480117
060855119172,Block Group 2; Census Tract 5119.17; Santa Clara County; California,667,164,104,564,5,0,62,250001,0,0,,,511917,2,24.6,15.6,0.0,84.6,06085511917,06085511917,1,0.23,3,moderate,37.201114,-121.8480117
060855119173,Block Group 3; Census Tract 5119.17; Santa Clara County; California,1494,265,557,918,26,0,517,229821,0,0,,,511917,3,17.7,37.3,0.0,61.4,06085511917,06085511917,1,0.23,3,moderate,37.201114,-121.8480117
060855119181,Block Group 1; Census Tract 5119.18; Santa Clara County; California,538,117,118,241,0,17,226,250001,0,0,,,511918,1,21.7,21.9,3.2,44.8,06085511918,06085511918,0,0.0,4,moderate,37.1857459,-121.8427384
060855119182,Block Group 2; Census Tract 5119.18; Santa Clara County; California,2705,623,543,882,0,575,1093,250001,0,0,,,511918,2,23.0,20.1,21.3,32.6,06085511918,06085511918,0,0.0,4,moderate,37.1857459,-121.8427384
060855120011,Block Group 1; Census Tract 5120.01; Santa Clara County; California,960,279,155,475,30,153,103,203095,0,0,,,512001,1,29.1,16.1,15.9,49.5,06085512001,06085512001,14,2.29,4,moderate,37.2568596,-121.7680942
060855120012,Block Group 2; Census Tract 5120.01; Santa Clara County; California,1445,256,246,535,98,464,318,202760,0,0,,,512001,2,17.7,17.0,32.1,37.0,06085512001,06085512001,14,2.29,4,moderate,37.2568596,-121.7680942
060855120013,Block Group 3; Census Tract 5120.01; Santa Clara County; California,1451,231,198,644,0,324,463,208547,0,0,,,512001,3,15.9,13.6,22.3,44.4,06085512001,06085512001,14,2.29,4,moderate,37.2568596,-121.7680942
060855120014,Block Group 4; Census Tract 5120.01; Santa Clara County; California,2246,491,234,1517,70,146,465,222167,0,0,,,512001,4,21.9,10.4,6.5,67.5,06085512001,06085512001,14,2.29,4,moderate,37.2568596,-121.7680942
060855120051,Block Group 1; Census Tract 5120.05; Santa Clara County; California,1448,436,289,382,0,343,818,203150,0,0,,,512005,1,30.1,20.0,23.7,26.4,06085512005,06085512005,13,1.95,3,moderate,37.2700187,-121.8655792
060855120052,Block Group 2; Census Tract 5120.05; Santa Clara County; California,475,92,57,103,37,54,229,215096,0,0,,,512005,2,19.4,12.0,11.4,21.7,06085512005,06085512005,13,1.95,3,moderate,37.2700187,-121.8655792
060855120053,Block Group 3; Census Tract 5120.05; Santa Clara County; California,793,204,273,97,0,91,605,164688,0,0,,,512005,3,25.7,34.4,11.5,12.2,06085512005,06085512005,13,1.95,3,moderate,37.2700187,-121.8655792
060855120054,Block Group 4; Census Tract 5120.05; Santa Clara County; California,2190,586,190,577,19,936,812,215365,0,0,,,512005,4,26.8,8.7,42.7,26.3,06085512005,06085512005,13,1.95,3,moderate,37.2700187,-121.8655792
060855120055,Block Group 5; Census Tract 5120.05; Santa Clara County; California,1744,287,223,653,1,157,865,197636,0,0,,,512005,5,16.5,12.8,9.0,37.4,06085512005,06085512005,13,1.95,3,moderate,37.2700187,-121.8655792
060855120191,Block Group 1; Census Tract 5120.19; Santa Clara County; California,764,130,256,332,0,99,340,123750,0,0,,,512019,1,17.0,33.5,13.0,43.5,06085512019,06085512019,8,1.83,9,highly_underserved,37.2707459,-121.8458034
060855120192,Block Group 2; Census Tract 5120.19; Santa Clara County; California,1918,408,217,501,40,705,801,136528,0,0,,,512019,2,21.3,11.3,36.8,26.1,06085512019,06085512019,8,1.83,9,highly_underserved,37.2707459,-121.8458034
060855120193,Block Group 3; Census Tract 5120.19; Santa Clara County; California,1698,453,296,480,1,636,643,87354,0,0,,,512019,3,26.7,17.4,37.5,28.3,06085512019,06085512019,8,1.83,9,highly_underserved,37.2707459,-121.8458034
060855120211,Block Group 1; Census Tract 5120.21; Santa Clara County; California,1151,193,123,420,0,212,420,174234,0,0,,,512021,1,16.8,10.7,18.4,36.5,06085512021,06085512021,3,0.52,9,highly_underserved,37.2635211,-121.8239467
060855120212,Block Group 2; Census Tract 5120.21; Santa Clara County; California,1415,277,344,695,31,181,525,149919,0,0,,,512021,2,19.6,24.3,12.8,49.1,06085512021,06085512021,3,0.52,9,highly_underserved,37.2635211,-121.8239467
060855120213,Block Group 3; Census Tract 5120.21; Santa Clara County; California,1815,371,273,551,71,517,614,140816,0,0,,,512021,3,20.4,15.0,28.5,30.4,06085512021,06085512021,3,0.52,9,highly_underserved,37.2635211,-121.8239467
060855120214,Block Group 4; Census Tract 5120.21; Santa Clara County; California,1401,242,232,956,51,253,183,150133,0,0,,,512021,4,17.3,16.6,18.1,68.2,06085512021,06085512021,3,0.52,9,highly_underserved,37.2635211,-121.8239467
060855120221,Block Group 1; Census Tract 5120.22; Santa Clara County; California,1041,214,185,596,26,120,274,169028,0,0,,,512022,1,20.6,17.8,11.5,57.3,06085512022,06085512022,6,0.96,11,highly_underserved,37.2551956,-121.8109259
060855120222,Block Group 2; Census Tract 5120.22; Santa Clara County; California,2417,250,515,1502,0,437,390,86100,0,0,,,512022,2,10.3,21.3,18.1,62.1,06085512022,06085512022,6,0.96,11,highly_underserved,37.2551956,-121.8109259
060855120223,Block Group 3; Census Tract 5120.22; Santa Clara County; California,2817,912,348,989,159,1224,359,95045,0,0,,,512022,3,32.4,12.4,43.5,35.1,06085512022,06085512022,6,0.96,11,highly_underserved,37.2551956,-121.8109259
060855120231,Block Group 1; Census Tract 5120.23; Santa Clara County; California,1891,275,262,548,40,716,617,135179,0,0,,,512023,1,14.5,13.9,37.9,29.0,06085512023,06085512023,8,1.5,8,underserved,37.2550468,-121.824356
060855120232,Block Group 2; Census Tract 5120.23; Santa Clara County; California,1597,503,141,308,76,982,344,94074,0,0,,,512023,2,31.5,8.8,61.5,19.3,06085512023,06085512023,8,1.5,8,underserved,37.2550468,-121.824356
060855120233,Block Group 3; Census Tract 5120.23; Santa Clara County; California,1858,419,163,402,150,1066,365,118173,0,0,,,512023,3,22.6,8.8,57.4,21.6,06085512023,06085512023,8,1.5,8,underserved,37.2550468,-121.824356
060855120241,Block Group 1; Census Tract 5120.24; Santa Clara County; California,1547,438,300,466,40,141,800,145363,0,0,,,512024,1,28.3,19.4,9.1,30.1,06085512024,06085512024,41,7.75,7,underserved,37.2596678,-121.8690336
060855120242,Block Group 2; Census Tract 5120.24; Santa Clara County; California,1749,349,175,399,0,719,644,166250,0,0,,,512024,2,20.0,10.0,41.1,22.8,06085512024,06085512024,41,7.75,7,underserved,37.2596678,-121.8690336
060855120243,Block Group 3; Census Tract 5120.24; Santa Clara County; California,1992,354,334,178,148,882,748,98083,0,0,,,512024,3,17.8,16.8,44.3,8.9,06085512024,06085512024,41,7.75,7,underserved,37.2596678,-121.8690336
060855120251,Block Group 1; Census Tract 5120.25; Santa Clara County; California,2182,385,521,780,45,270,811,217400,0,0,,,512025,1,17.6,23.9,12.4,35.7,06085512025,06085512025,1,0.33,5,moderate,37.2608921,-121.8525836
060855120252,Block Group 2; Census Tract 5120.25; Santa Clara County; California,880,231,145,170,29,183,463,240761,0,0,,,512025,2,26.2,16.5,20.8,19.3,06085512025,06085512025,1,0.33,5,moderate,37.2608921,-121.8525836
060855120261,Block Group 1; Census Tract 5120.26; Santa Clara County; California,1895,466,205,792,29,507,484,141250,0,0,,,512026,1,24.6,10.8,26.8,41.8,06085512026,06085512026,20,5.36,3,moderate,37.2584565,-121.8379668
060855120262,Block Group 2; Census Tract 5120.26; Santa Clara County; California,1839,349,163,632,17,832,541,171250,0,0,,,512026,2,19.0,8.9,45.2,34.4,06085512026,06085512026,20,5.36,3,moderate,37.2584565,-121.8379668
060855120271,Block Group 1; Census Tract 5120.27; Santa Clara County; California,1457,174,320,313,27,486,567,75188,0,0,,,512027,1,11.9,22.0,33.4,21.5,06085512027,06085512027,64,16.38,8,underserved,37.2542237,-121.8543848
060855120272,Block Group 2; Census Tract 5120.27; Santa Clara County; California,2451,568,562,785,5,536,958,149556,0,0,,,512027,2,23.2,22.9,21.9,32.0,06085512027,06085512027,64,16.38,8,underserved,37.2542237,-121.8543848
060855120291,Block Group 1; Census Tract 5120.29; Santa Clara County; California,2409,422,284,649,0,1242,532,202109,0,0,,,512029,1,17.5,11.8,51.6,26.9,06085512029,06085512029,34,4.19,2,well_served,37.2476813,-121.8160666
060855120292,Block Group 2; Census Tract 5120.29; Santa Clara County; California,2374,609,545,673,2,398,1296,180167,0,0,,,512029,2,25.7,23.0,16.8,28.3,06085512029,06085512029,34,4.19,2,well_served,37.2476813,-121.8160666
060855120293,Block Group 3; Census Tract 5120.29; Santa Clara County; California,760,157,15,128,24,374,185,127321,0,0,,,512029,3,20.7,2.0,49.2,16.8,06085512029,06085512029,34,4.19,2,well_served,37.2476813,-121.8160666
060855120294,Block Group 4; Census Tract 5120.29; Santa Clara County; California,2572,449,258,332,26,346,1826,191629,0,0,,,512029,4,17.5,10.0,13.5,12.9,06085512029,06085512029,34,4.19,2,well_served,37.2476813,-121.8160666
060855120301,Block Group 1; Census Tract 5120.30; Santa Clara County; California,1566,422,323,441,34,212,721,182235,0,0,,,512030,1,26.9,20.6,13.5,28.2,06085512030,06085512030,1,0.35,6,underserved,37.2327046,-121.8241916
060855120302,Block Group 2; Census Tract 5120.30; Santa Clara County; California,1332,351,180,475,0,267,544,166250,0,0,,,512030,2,26.4,13.5,20.0,35.7,06085512030,06085512030,1,0.35,6,underserved,37.2327046,-121.8241916
060855120311,Block Group 1; Census Tract 5120.31; Santa Clara County; California,552,126,169,124,6,151,256,182019,0,0,,,512031,1,22.8,30.6,27.4,22.5,06085512031,06085512031,8,1.95,4,moderate,37.231499,-121.8102325
060855120312,Block Group 2; Census Tract 5120.31; Santa Clara County; California,1287,374,155,396,0,335,549,220729,0,0,,,512031,2,29.1,12.0,26.0,30.8,06085512031,06085512031,8,1.95,4,moderate,37.231499,-121.8102325
060855120313,Block Group 3; Census Tract 5120.31; Santa Clara County; California,1088,211,159,339,12,122,546,180000,0,0,,,512031,3,19.4,14.6,11.2,31.2,06085512031,06085512031,8,1.95,4,moderate,37.231499,-121.8102325
060855120314,Block Group 4; Census Tract 5120.31; Santa Clara County; California,1172,322,167,461,0,59,412,241786,0,0,,,512031,4,27.5,14.2,5.0,39.3,06085512031,06085512031,8,1.95,4,moderate,37.231499,-121.8102325
060855120321,Block Group 1; Census Tract 5120.32; Santa Clara County; California,1450,439,159,616,0,427,552,156625,0,0,,,512032,1,30.3,11.0,29.4,42.5,06085512032,06085512032,19,5.06,6,underserved,37.232926,-121.7825093
060855120322,Block Group 2; Census Tract 5120.32; Santa Clara County; California,658,70,241,182,18,212,248,159286,0,0,,,512032,2,10.6,36.6,32.2,27.7,06085512032,06085512032,19,5.06,6,underserved,37.232926,-121.7825093
060855120323,Block Group 3; Census Tract 5120.32; Santa Clara County; California,1646,374,179,848,7,374,448,213702,0,0,,,512032,3,22.7,10.9,22.7,51.5,06085512032,06085512032,19,5.06,6,underserved,37.232926,-121.7825093
060855120341,Block Group 1; Census Tract 5120.34; Santa Clara County; California,2163,430,387,714,35,638,841,170909,0,0,,,512034,1,19.9,17.9,29.5,33.0,06085512034,06085512034,19,6.34,2,well_served,37.2293395,-121.7707429
060855120342,Block Group 2; Census Tract 5120.34; Santa Clara County; California,834,252,104,108,21,394,302,122443,0,0,,,512034,2,30.2,12.5,47.2,12.9,06085512034,06085512034,19,6.34,2,well_served,37.2293395,-121.7707429
060855120351,Block Group 1; Census Tract 5120.35; Santa Clara County; California,1694,370,373,639,25,429,448,197619,0,0,,,512035,1,21.8,22.0,25.3,37.7,06085512035,06085512035,0,0.0,6,underserved,37.2236094,-121.7614495
060855120352,Block Group 2; Census Tract 5120.35; Santa Clara County; California,2825,883,343,932,158,895,826,206310,0,0,,,512035,2,31.3,12.1,31.7,33.0,06085512035,06085512035,0,0.0,6,underserved,37.2236094,-121.7614495
060855120361,Block Group 1; Census Tract 5120.36; Santa Clara County; California,2643,586,93,1010,81,645,909,133403,0,0,,,512036,1,22.2,3.5,24.4,38.2,06085512036,06085512036,0,0.0,8,underserved,37.2401629,-121.810595
060855120362,Block Group 2; Census Tract 5120.36; Santa Clara County; California,2125,334,236,657,8,752,564,179750,0,0,,,512036,2,15.7,11.1,35.4,30.9,06085512036,06085512036,0,0.0,8,underserved,37.2401629,-121.810595
060855120371,Block Group 1; Census Tract 5120.37; Santa Clara County; California,1756,362,368,560,27,449,651,173750,0,0,,,512037,1,20.6,21.0,25.6,31.9,06085512037,06085512037,4,1.34,5,moderate,37.2411911,-121.8246191
060855120372,Block Group 2; Census Tract 5120.37; Santa Clara County; California,1233,335,158,473,16,308,400,232321,0,0,,,512037,2,27.2,12.8,25.0,38.4,06085512037,06085512037,4,1.34,5,moderate,37.2411911,-121.8246191
060855120381,Block Group 1; Census Tract 5120.38; Santa Clara County; California,1636,384,202,375,91,910,198,88625,0,0,,,512038,1,23.5,12.3,55.6,22.9,06085512038,06085512038,1,0.31,9,highly_underserved,37.2348353,-121.7620714
060855120382,Block Group 2; Census Tract 5120.38; Santa Clara County; California,1581,533,77,695,306,187,450,133636,0,0,,,512038,2,33.7,4.9,11.8,44.0,06085512038,06085512038,1,0.31,9,highly_underserved,37.2348353,-121.7620714
060855120391,Block Group 1; Census Tract 5120.39; Santa Clara County; California,2181,630,111,512,102,1450,287,132582,0,0,,,512039,1,28.9,5.1,66.5,23.5,06085512039,06085512039,15,2.62,8,underserved,37.2488508,-121.7864273
060855120392,Block Group 2; Census Tract 5120.39; Santa Clara County; California,1037,82,153,462,127,247,158,96286,0,0,,,512039,2,7.9,14.8,23.8,44.6,06085512039,06085512039,15,2.62,8,underserved,37.2488508,-121.7864273
060855120393,Block Group 3; Census Tract 5120.39; Santa Clara County; California,2499,747,201,557,135,1303,390,151978,0,0,,,512039,3,29.9,8.0,52.1,22.3,06085512039,06085512039,15,2.62,8,underserved,37.2488508,-121.7864273
060855120421,Block Group 1; Census Tract 5120.42; Santa Clara County; California,1270,300,242,600,80,496,108,193594,0,0,,,512042,1,23.6,19.1,39.1,47.2,06085512042,06085512042,8,2.83,11,highly_underserved,37.2661049,-121.814509
060855120422,Block Group 2; Census Tract 5120.42; Santa Clara County; California,1560,325,172,655,88,664,143,69327,0,0,,,512042,2,20.8,11.0,42.6,42.0,06085512042,06085512042,8,2.83,11,highly_underserved,37.2661049,-121.814509
060855120431,Block Group 1; Census Tract 5120.43; Santa Clara County; California,1594,196,364,351,81,862,411,116168,0,0,,,512043,1,12.3,22.8,54.1,22.0,06085512043,06085512043,12,2.28,10,highly_underserved,37.2616899,-121.8047156
060855120432,Block Group 2; Census Tract 5120.43; Santa Clara County; California,1657,273,445,679,134,659,172,57274,0,0,,,512043,2,16.5,26.9,39.8,41.0,06085512043,06085512043,12,2.28,10,highly_underserved,37.2616899,-121.8047156
060855120433,Block Group 3; Census Tract 5120.43; Santa Clara County; California,2015,669,167,166,61,1716,217,87548,0,0,,,512043,3,33.2,8.3,85.2,8.2,06085512043,06085512043,12,2.28,10,highly_underserved,37.2616899,-121.8047156
060855120451,Block Group 1; Census Tract 5120.45; Santa Clara County; California,1781,410,312,634,10,403,691,156125,0,0,,,512045,1,23.0,17.5,22.6,35.6,06085512045,06085512045,22,4.33,5,moderate,37.2384961,-121.8352509
060855120452,Block Group 2; Census Tract 5120.45; Santa Clara County; California,887,270,73,267,0,210,328,201125,0,0,,,512045,2,30.4,8.2,23.7,30.1,06085512045,06085512045,22,4.33,5,moderate,37.2384961,-121.8352509
060855120453,Block Group 3; Census Tract 5120.45; Santa Clara County; California,1107,132,148,136,0,365,479,160313,0,0,,,512045,3,11.9,13.4,33.0,12.3,06085512045,06085512045,22,4.33,5,moderate,37.2384961,-121.8352509
060855120454,Block Group 4; Census Tract 5120.45; Santa Clara County; California,1311,334,216,393,0,285,634,191429,0,0,,,512045,4,25.5,16.5,21.7,30.0,06085512045,06085512045,22,4.33,5,moderate,37.2384961,-121.8352509
060855120471,Block Group 1; Census Tract 5120.47; Santa Clara County; California,2527,464,344,783,85,486,1013,181667,0,0,,,512047,1,18.4,13.6,19.2,31.0,06085512047,06085512047,13,2.45,4,moderate,37.2410744,-121.8445214
