geoid,tract,block_group,total_population,under_18_population,age_65_plus_population,white_alone_population,black_alone_population,asian_alone_population,hispanic_or_latino_population,median_household_income,households_total,households_no_vehicle,households_no_vehicle_pct,poverty_rate_pct
60855043143,504314,3,560,123,173,97,0,335,107,-666666666,0,0,,
60855043144,504314,4,1308,186,414,77,141,759,259,198229,0,0,,
60855043151,504315,1,1416,259,154,246,0,1019,84,163839,0,0,,
60855043152,504315,2,561,54,74,87,4,346,124,250001,0,0,,
60855043153,504315,3,2137,304,433,263,0,1620,267,192014,0,0,,
60855043154,504315,4,1104,178,163,229,29,846,60,250001,0,0,,
60855043155,504315,5,1257,280,67,206,42,541,436,115877,0,0,,
60855043161,504316,1,2547,365,382,230,9,1664,620,194167,0,0,,
60855043162,504316,2,2856,521,434,268,6,2186,389,187708,0,0,,
60855043171,504317,1,2281,342,617,232,0,1535,448,194625,0,0,,
60855043172,504317,2,1358,107,317,94,0,1081,128,169342,0,0,,
60855043181,504318,1,1384,181,190,166,28,780,229,163250,0,0,,
60855043182,504318,2,1931,259,246,186,0,1632,97,83807,0,0,,
60855043183,504318,3,4674,1219,512,480,117,1992,2109,107368,0,0,,
60855043191,504319,1,2218,410,457,293,96,1528,129,176020,0,0,,
60855043192,504319,2,1987,277,353,153,0,1685,113,250001,0,0,,
60855043193,504319,3,792,124,47,29,0,526,196,-666666666,0,0,,
60855043194,504319,4,983,103,318,228,15,336,414,-666666666,0,0,,
60855043201,504320,1,1781,351,360,163,55,1256,261,171000,0,0,,
60855043202,504320,2,1209,175,421,119,22,875,126,200577,0,0,,
60855043211,504321,1,2524,347,487,304,77,1653,440,139808,0,0,,
60855043212,504321,2,1590,218,196,162,2,860,540,180938,0,0,,
60855043213,504321,3,1442,371,253,185,24,709,231,212778,0,0,,
60855043221,504322,1,775,149,188,90,231,394,36,89643,0,0,,
60855043222,504322,2,2030,427,336,176,25,1313,338,197083,0,0,,
60855043223,504322,3,2480,542,34,186,0,2137,115,160625,0,0,,
60855043231,504323,1,1447,254,382,253,47,1067,173,161620,0,0,,
60855043232,504323,2,2691,647,292,265,71,2157,155,168625,0,0,,
60855043233,504323,3,1676,372,271,566,0,1021,94,141364,0,0,,
60855044101,504410,1,1751,224,261,169,0,1316,144,193889,0,0,,
60855044102,504410,2,2209,587,338,420,52,1071,745,126750,0,0,,
60855044111,504411,1,3138,477,470,434,45,1990,725,183824,0,0,,
60855044112,504411,2,2415,411,358,539,17,1363,274,146250,0,0,,
60855044121,504412,1,1042,220,186,159,8,735,129,222961,0,0,,
60855044122,504412,2,1424,448,114,12,0,1006,385,130875,0,0,,
60855044123,504412,3,1360,201,129,52,22,1193,210,143833,0,0,,
60855044124,504412,4,1102,297,97,55,0,823,187,146215,0,0,,
60855044131,504413,1,1963,385,551,178,27,1549,114,155982,0,0,,
60855044141,504414,1,2637,686,724,209,15,2174,154,141250,0,0,,
60855044142,504414,2,1593,297,397,108,0,1315,29,136250,0,0,,
60855044143,504414,3,911,133,150,171,0,677,31,248523,0,0,,
60855044151,504415,1,1774,332,321,129,16,1482,85,219281,0,0,,
60855044152,504415,2,1854,419,369,172,0,1490,171,187500,0,0,,
60855044153,504415,3,1257,263,261,377,0,755,91,212361,0,0,,
60855044161,504416,1,1959,562,253,106,12,1770,101,208750,0,0,,
60855044162,504416,2,1832,443,172,528,24,1192,33,190554,0,0,,
60855044181,504418,1,986,164,201,180,0,403,436,94031,0,0,,
60855044182,504418,2,2005,411,472,205,57,1278,424,161071,0,0,,
60855044183,504418,3,960,153,67,49,22,464,444,130081,0,0,,
60855044211,504421,1,1439,208,420,74,0,1097,279,232591,0,0,,
60855044212,504421,2,1755,355,363,254,25,1283,173,158859,0,0,,
60855044213,504421,3,2228,653,279,231,225,1677,83,153000,0,0,,
60855044221,504422,1,1652,397,261,44,23,1293,231,100852,0,0,,
60855044222,504422,2,1788,312,321,140,2,1467,71,184625,0,0,,
60855044231,504423,1,2101,443,355,387,69,1194,337,181250,0,0,,
60855044241,504424,1,741,48,229,157,0,484,105,185313,0,0,,
60855044242,504424,2,1912,341,402,381,11,1105,325,122750,0,0,,
60855044243,504424,3,1315,248,186,84,0,926,102,144097,0,0,,
60855044244,504424,4,1006,174,131,251,0,573,332,153750,0,0,,
60855045051,504505,1,806,74,280,0,26,686,94,141337,0,0,,
60855045052,504505,2,2357,485,582,707,44,1475,107,-666666666,0,0,,
60855045053,504505,3,1901,252,46,15,0,1602,255,210865,0,0,,
60855045054,504505,4,6546,1310,43,437,312,4759,991,250001,0,0,,
60855045061,504506,1,1708,532,126,410,0,1153,381,250001,0,0,,
60855045062,504506,2,1324,355,59,150,0,789,385,180716,0,0,,
60855045063,504506,3,2474,300,507,272,43,1943,249,76753,0,0,,
60855045064,504506,4,1682,411,174,86,13,1486,97,238484,0,0,,
60855045071,504507,1,1098,256,144,223,17,704,120,138400,0,0,,
60855045072,504507,2,2258,716,208,141,0,1497,550,150938,0,0,,
60855045073,504507,3,1099,133,308,76,19,926,169,170150,0,0,,
60855045074,504507,4,1597,312,195,330,111,770,365,170865,0,0,,
60855045081,504508,1,1784,0,26,503,160,143,927,-666666666,0,0,,
60855045082,504508,2,2078,514,293,299,46,1447,355,186083,0,0,,
60855045091,504509,1,4921,910,184,238,51,4266,79,181165,0,0,,
60855045101,504510,1,1567,392,85,77,54,1360,134,119250,0,0,,
60855045102,504510,2,2333,330,283,353,0,1791,187,173516,0,0,,
60855046011,504601,1,1212,170,300,429,13,313,466,74250,0,0,,
60855046021,504602,1,1542,255,207,372,33,286,900,121953,0,0,,
60855047001,504700,1,845,381,3,398,30,59,173,194917,0,0,,
60855048021,504802,1,1498,219,271,535,1,660,311,117010,0,0,,
60855048022,504802,2,947,78,259,199,0,514,204,149688,0,0,,
60855048023,504802,3,2061,307,197,477,10,799,637,106447,0,0,,
60855048051,504805,1,3218,630,687,1501,170,652,938,148506,0,0,,
60855048052,504805,2,1836,171,275,372,0,1039,400,114615,0,0,,
60855048053,504805,3,2355,227,322,908,0,997,571,156318,0,0,,
60855048061,504806,1,1386,208,257,439,0,291,511,111563,0,0,,
60855048062,504806,2,1367,151,263,227,0,842,282,166912,0,0,,
60855048071,504807,1,739,33,436,491,0,206,50,91458,0,0,,
60855048072,504807,2,3721,492,158,799,80,2619,199,250001,0,0,,
60855048073,504807,3,1460,75,52,295,0,980,185,231804,0,0,,
60855048081,504808,1,2111,465,327,403,58,639,932,117054,0,0,,
60855049021,504902,1,764,153,10,290,29,279,87,157656,0,0,,
60855049022,504902,2,2092,512,271,404,84,1319,291,240250,0,0,,
60855049023,504902,3,1554,323,158,206,0,1256,68,236042,0,0,,
60855049031,504903,1,1483,94,22,123,0,932,472,172901,0,0,,
60855049032,504903,2,2364,558,156,480,0,1693,186,250001,0,0,,
60855049033,504903,3,1381,343,46,249,86,754,45,249408,0,0,,
60855050061,505006,1,3033,377,27,675,37,2118,167,250001,0,0,,
60855050062,505006,2,2893,368,80,532,43,2228,140,227148,0,0,,
60855050063,505006,3,1030,76,61,64,0,938,0,250001,0,0,,
60855050064,505006,4,2060,325,12,313,0,1631,70,122086,0,0,,
60855050065,505006,5,2163,378,2,333,0,1767,71,244509,0,0,,
60855050071,505007,1,885,99,252,251,26,374,224,140208,0,0,,
60855050072,505007,2,1548,298,247,404,100,593,427,165000,0,0,,
60855050073,505007,3,1790,383,263,400,27,820,560,176346,0,0,,
60855050101,505010,1,1812,479,196,133,24,1452,86,250001,0,0,,
60855050102,505010,2,2029,383,207,357,125,1260,287,176094,0,0,,
60855050103,505010,3,915,134,88,276,34,384,185,150588,0,0,,
60855050111,505011,1,2249,442,102,433,0,1480,258,145888,0,0,,
60855050112,505011,2,1755,194,156,407,17,1085,263,218000,0,0,,
60855050113,505011,3,824,159,137,128,19,467,193,-666666666,0,0,,
60855050121,505012,1,2659,220,103,872,23,1552,202,218750,0,0,,
60855050131,505013,1,1419,156,23,277,0,804,283,205455,0,0,,
60855050132,505013,2,2765,189,109,692,16,1777,340,193620,0,0,,
60855050133,505013,3,1453,132,0,127,0,1207,137,220625,0,0,,
60855050141,505014,1,2605,666,57,187,631,1125,630,151000,0,0,,
60855050142,505014,2,1347,267,109,107,37,488,705,188464,0,0,,
60855050143,505014,3,2526,183,166,337,58,1897,57,159583,0,0,,
60855050151,505015,1,3536,569,70,515,11,2168,754,210765,0,0,,
60855050152,505015,2,1633,252,223,323,11,299,1012,78906,0,0,,
60855051001,505100,1,1438,191,248,93,13,651,625,58472,0,0,,
60855051002,505100,2,47,0,0,47,0,0,0,-666666666,0,0,,
60855051003,505100,3,2074,377,273,588,59,648,784,165938,0,0,,
60855051004,505100,4,434,0,0,53,63,291,27,168306,0,0,,
60855052021,505202,1,1521,246,323,535,17,577,273,100948,0,0,,
60855052022,505202,2,3963,665,56,863,0,1735,1330,227092,0,0,,
60855052023,505202,3,1074,230,124,81,0,406,573,162700,0,0,,
60855052024,505202,4,1715,162,275,457,72,944,143,172759,0,0,,
60855052031,505203,1,4947,201,102,2463,151,1662,669,141745,0,0,,
60855052032,505203,2,778,128,155,331,99,38,240,113942,0,0,,
60855053011,505301,1,1150,255,110,236,0,365,545,142788,0,0,,
60855053012,505301,2,3038,444,169,406,30,2012,455,217400,0,0,,
60855053013,505301,3,1226,114,237,325,16,666,200,-666666666,0,0,,
60855053021,505302,1,2274,530,325,1034,13,1056,104,195875,0,0,,
60855053022,505302,2,2684,558,287,597,64,1431,370,239535,0,0,,
60855053031,505303,1,1773,266,280,470,219,595,477,183542,0,0,,
60855053032,505303,2,1355,234,299,212,0,585,563,69978,0,0,,
60855053033,505303,3,1108,216,75,547,20,420,141,250001,0,0,,
60855053034,505303,4,1641,156,47,338,0,960,419,123155,0,0,,
60855053041,505304,1,1208,202,195,208,0,712,322,-666666666,0,0,,
60855053042,505304,2,656,141,119,373,4,199,107,225854,0,0,,
60855053043,505304,3,1635,247,225,487,0,986,132,250001,0,0,,
60855053051,505305,1,2201,324,402,1225,0,753,186,240137,0,0,,
60855053052,505305,2,649,92,78,257,0,352,26,250001,0,0,,
60855053053,505305,3,1208,270,100,185,0,998,31,135521,0,0,,
60855053054,505305,4,1614,381,164,425,0,1105,60,178587,0,0,,
60855054011,505401,1,871,83,152,145,0,502,211,212955,0,0,,
60855054012,505401,2,1954,239,115,399,30,1427,79,153800,0,0,,
60855054013,505401,3,836,85,321,496,37,248,123,-666666666,0,0,,
60855054014,505401,4,2494,122,42,432,18,1805,197,219925,0,0,,
60855054015,505401,5,452,40,70,0,92,309,51,-666666666,0,0,,
60855054021,505402,1,1252,238,137,275,14,627,214,225875,0,0,,
60855054022,505402,2,1799,254,326,601,11,831,389,120878,0,0,,
60855054031,505403,1,3032,442,277,877,0,1963,261,189297,0,0,,
60855054032,505403,2,2151,471,215,624,0,1372,186,206607,0,0,,
60855054033,505403,3,2953,754,93,355,65,1646,711,110556,0,0,,
60855055001,505500,1,1157,205,98,851,0,167,205,208097,0,0,,
60855055002,505500,2,1975,475,227,580,223,493,582,170750,0,0,,
60855055003,505500,3,1639,380,220,585,40,587,393,170891,0,0,,
60855056001,505600,1,1472,144,132,682,34,554,250,102474,0,0,,
60855056002,505600,2,936,204,102,586,108,139,75,238750,0,0,,
60855056003,505600,3,2400,116,302,1198,15,891,241,124886,0,0,,
60855057001,505700,1,1129,56,113,287,43,456,282,-666666666,0,0,,
60855057002,505700,2,1147,125,207,461,0,203,345,89792,0,0,,
60855057003,505700,3,1526,226,113,914,18,371,201,98375,0,0,,
60855057004,505700,4,1834,198,223,577,13,950,142,145081,0,0,,
60855058001,505800,1,1049,319,94,623,0,86,490,115278,0,0,,
60855058002,505800,2,937,224,25,400,9,328,190,209195,0,0,,
60855058003,505800,3,736,53,155,408,14,189,123,161094,0,0,,
60855058004,505800,4,961,145,239,691,0,45,228,149107,0,0,,
60855059011,505901,1,1381,205,327,478,4,752,93,250001,0,0,,
60855059012,505901,2,1796,252,168,851,0,761,204,179773,0,0,,
60855059013,505901,3,924,160,108,527,0,112,194,130000,0,0,,
60855059021,505902,1,2250,461,170,1052,72,532,515,106324,0,0,,
60855059022,505902,2,1643,149,405,670,20,639,285,131734,0,0,,
60855060001,506000,1,945,76,155,491,0,221,235,194500,0,0,,
60855060002,506000,2,1417,317,276,696,0,510,472,201850,0,0,,
60855060003,506000,3,1826,274,262,711,22,812,219,168906,0,0,,
60855060004,506000,4,800,170,66,157,0,474,72,250001,0,0,,
60855061011,506101,1,1277,206,273,657,36,440,78,165375,0,0,,
60855061012,506101,2,1823,472,349,599,21,713,495,224375,0,0,,
60855061013,506101,3,1543,410,188,499,0,798,250,170078,0,0,,
60855061021,506102,1,1689,279,420,568,0,661,379,204500,0,0,,
60855061022,506102,2,2745,511,350,888,55,1304,235,188980,0,0,,
60855061031,506103,1,2235,547,349,344,0,1486,117,238750,0,0,,
60855061032,506103,2,792,190,161,203,53,438,50,221161,0,0,,
60855061033,506103,3,1199,240,130,417,12,430,123,222292,0,0,,
60855061034,506103,4,961,154,232,196,0,714,30,250001,0,0,,
60855062021,506202,1,1829,449,206,189,0,1200,98,250001,0,0,,
60855062022,506202,2,3118,784,504,882,1,1759,245,170714,0,0,,
60855062023,506202,3,1062,193,418,372,23,480,70,152740,0,0,,
60855062024,506202,4,2304,590,466,816,156,1231,0,245441,0,0,,
60855062031,506203,1,2410,571,118,137,0,1307,890,111136,0,0,,
60855062032,506203,2,2256,636,53,260,0,1796,146,140714,0,0,,
60855062033,506203,3,671,133,117,209,0,437,0,220208,0,0,,
60855062034,506203,4,1380,321,163,157,91,723,363,187895,0,0,,
60855062041,506204,1,1824,444,254,486,117,1102,2,175658,0,0,,
60855062042,506204,2,1325,278,92,269,56,526,465,220774,0,0,,
60855062043,506204,3,1015,203,197,327,0,554,33,187609,0,0,,
60855062044,506204,4,1696,321,348,140,0,1370,80,250001,0,0,,
60855063011,506301,1,1025,201,115,408,46,239,291,149671,0,0,,
60855063012,506301,2,1461,166,283,614,0,512,285,91468,0,0,,
60855063013,506301,3,1275,169,248,569,0,361,84,145477,0,0,,
60855063014,506301,4,1233,187,262,311,18,624,167,153239,0,0,,
60855063021,506302,1,2038,368,237,1184,18,705,253,223529,0,0,,
60855063022,506302,2,1606,211,244,381,258,813,64,156339,0,0,,
60855063023,506302,3,1578,513,174,757,0,268,593,-666666666,0,0,,
60855063024,506302,4,1135,31,173,371,61,541,110,186250,0,0,,
60855063041,506304,1,2941,866,432,303,88,1208,1328,91394,0,0,,
60855063042,506304,2,820,214,185,411,0,323,93,207625,0,0,,
60855063043,506304,3,2195,509,12,855,90,769,625,119528,0,0,,
60855063051,506305,1,642,75,115,222,30,212,140,161369,0,0,,
60855063052,506305,2,1935,562,84,476,96,505,663,93011,0,0,,
60855063053,506305,3,1038,147,375,354,19,419,193,56053,0,0,,
60855063054,506305,4,1620,439,90,450,249,326,542,106535,0,0,,
60855064011,506401,1,578,39,0,331,0,87,142,206023,0,0,,
60855064012,506401,2,1494,483,43,511,285,185,571,128226,0,0,,
60855064013,506401,3,995,81,145,302,10,348,317,113750,0,0,,
60855064014,506401,4,1691,229,77,774,0,563,187,245750,0,0,,
60855064021,506402,1,1363,221,354,475,62,252,522,83574,0,0,,
60855064022,506402,2,686,188,91,301,0,105,97,181848,0,0,,
60855064023,506402,3,846,181,96,323,17,128,330,135865,0,0,,
60855064024,506402,4,1251,155,260,415,13,567,138,211058,0,0,,
60855064025,506402,5,1111,217,204,645,0,103,462,117462,0,0,,
60855065021,506502,1,1568,295,144,1098,18,50,469,143175,0,0,,
60855065022,506502,2,604,67,57,534,0,51,37,129167,0,0,,
60855065023,506502,3,2868,720,229,1577,161,275,901,169236,0,0,,
60855065031,506503,1,1634,414,497,840,0,480,168,109311,0,0,,
60855065032,506503,2,2341,189,968,886,15,759,635,83077,0,0,,
60855065033,506503,3,2648,758,193,1261,41,192,1309,119024,0,0,,
60855065041,506504,1,1296,334,143,407,76,114,694,94226,0,0,,
60855065042,506504,2,840,196,26,68,13,108,605,105433,0,0,,
60855065051,506505,1,1845,615,185,492,335,387,684,103609,0,0,,
60855065052,506505,2,2342,652,214,1014,32,490,886,141563,0,0,,
60855066011,506601,1,1564,406,189,645,0,516,470,107250,0,0,,
60855066012,506601,2,693,90,189,296,0,216,112,185833,0,0,,
60855066013,506601,3,1568,281,204,576,19,506,394,144219,0,0,,
60855066031,506603,1,771,223,89,261,14,455,24,214792,0,0,,
60855066032,506603,2,1912,523,295,782,0,733,167,250001,0,0,,
60855066033,506603,3,1612,294,126,685,0,510,329,250001,0,0,,
60855066041,506604,1,715,169,53,193,0,322,184,176359,0,0,,
60855066042,506604,2,1610,338,420,735,24,776,124,231974,0,0,,
60855066043,506604,3,1200,212,329,610,15,378,134,130750,0,0,,
60855066044,506604,4,1997,721,115,440,0,1189,278,207500,0,0,,
60855066045,506604,5,1333,420,114,450,2,807,57,242167,0,0,,
60855066051,506605,1,2272,424,358,1019,12,699,494,140690,0,0,,
60855066052,506605,2,2003,324,328,408,267,671,491,138663,0,0,,
60855066061,506606,1,716,177,28,137,0,530,55,177013,0,0,,
60855066062,506606,2,2641,802,345,1246,19,648,532,134079,0,0,,
60855066063,506606,3,1619,273,483,328,42,491,666,73750,0,0,,
60855067011,506701,1,707,222,110,155,0,454,38,250001,0,0,,
60855067012,506701,2,2112,447,348,777,24,993,227,197328,0,0,,
60855067013,506701,3,1801,436,235,1024,10,684,89,250001,0,0,,
60855067021,506702,1,2525,457,543,523,100,1023,635,115068,0,0,,
60855067022,506702,2,1557,374,292,943,0,413,194,160724,0,0,,
60855067023,506702,3,1673,534,73,919,55,389,250,113611,0,0,,
60855067031,506703,1,1969,312,325,1077,27,418,110,238649,0,0,,
60855067032,506703,2,953,234,154,590,60,176,138,120638,0,0,,
60855067033,506703,3,948,111,239,363,32,390,154,153542,0,0,,
60855068011,506801,1,2331,582,384,1375,2,719,321,202632,0,0,,
60855068012,506801,2,1780,468,332,955,9,691,215,241184,0,0,,
60855068013,506801,3,1251,315,339,1029,0,149,84,211250,0,0,,
60855068014,506801,4,854,254,51,605,0,230,0,250001,0,0,,
60855068021,506802,1,1454,350,230,681,2,376,148,234702,0,0,,
60855068022,506802,2,961,289,149,665,0,134,129,240078,0,0,,
60855068023,506802,3,655,114,217,370,0,219,80,201058,0,0,,
60855068024,506802,4,501,96,52,205,0,226,38,-666666666,0,0,,
60855068025,506802,5,2190,669,183,762,4,1079,291,202566,0,0,,
60855068031,506803,1,2028,613,191,941,0,918,94,244914,0,0,,
60855068032,506803,2,1284,458,167,701,0,237,16,250001,0,0,,
60855068033,506803,3,2427,436,324,981,0,1023,340,144700,0,0,,
60855068034,506803,4,1317,463,83,475,67,104,459,93813,0,0,,
60855068041,506804,1,489,32,137,375,0,44,63,161111,0,0,,
60855068042,506804,2,1629,519,205,1148,0,332,38,189858,0,0,,
60855068043,506804,3,1758,368,340,1024,0,332,208,250001,0,0,,
60855068044,506804,4,501,166,41,139,16,202,49,242875,0,0,,
60855069001,506900,1,1442,407,97,1063,0,280,122,211838,0,0,,
60855069002,506900,2,2124,539,442,1344,3,441,45,167083,0,0,,
60855069003,506900,3,2021,344,495,1402,0,359,110,250001,0,0,,
60855069004,506900,4,2573,776,819,1955,46,207,248,250001,0,0,,
60855070021,507002,1,2251,632,403,1636,6,501,150,250001,0,0,,
60855070022,507002,2,1074,108,273,910,0,102,62,217917,0,0,,
60855070031,507003,1,975,205,162,532,0,317,77,250001,0,0,,
60855070032,507003,2,1920,325,616,1406,7,322,109,214444,0,0,,
60855070041,507004,1,1425,164,236,1173,38,10,72,180500,0,0,,
60855070042,507004,2,1786,434,406,1070,155,540,18,177326,0,0,,
60855070043,507004,3,633,112,164,250,17,181,203,126750,0,0,,
60855071001,507100,1,783,146,184,655,0,112,27,206389,0,0,,
60855071002,507100,2,2037,414,208,1610,0,135,166,156023,0,0,,
60855072031,507203,1,1677,554,185,771,18,259,582,149271,0,0,,
60855072032,507203,2,1420,331,247,771,11,519,56,250001,0,0,,
60855072051,507205,1,564,124,67,251,0,229,57,225385,0,0,,
60855072052,507205,2,1566,265,534,991,0,453,29,218750,0,0,,
60855072053,507205,3,1863,500,189,1081,15,319,410,250001,0,0,,
60855072054,507205,4,466,100,98,367,0,82,12,250001,0,0,,
60855072061,507206,1,1845,493,471,1238,7,315,167,250001,0,0,,
60855072062,507206,2,981,143,267,655,18,183,58,250001,0,0,,
60855073011,507301,1,969,143,90,347,0,609,0,248839,0,0,,
60855073012,507301,2,1426,466,298,360,0,972,0,244009,0,0,,
60855073013,507301,3,658,104,208,240,0,418,0,169010,0,0,,
60855073014,507301,4,616,176,128,138,0,408,0,250001,0,0,,
60855073015,507301,5,1726,263,478,1026,0,640,38,250001,0,0,,
60855073016,507301,6,992,82,606,490,0,454,9,166313,0,0,,
60855073021,507302,1,1680,345,493,805,7,678,75,250001,0,0,,
60855073022,507302,2,974,79,271,590,0,317,15,250001,0,0,,
60855074011,507401,1,1079,236,268,278,0,780,0,235500,0,0,,
60855074012,507401,2,1349,250,441,400,28,850,0,239150,0,0,,
60855074013,507401,3,1246,327,363,303,0,905,22,219500,0,0,,
60855074014,507401,4,1152,184,268,213,0,909,12,250001,0,0,,
60855074015,507401,5,974,112,195,300,0,608,11,250001,0,0,,
60855074021,507402,1,1600,339,447,443,0,992,146,243221,0,0,,
60855074022,507402,2,1100,202,381,580,0,366,136,250001,0,0,,
60855074023,507402,3,1222,178,285,455,6,638,64,223047,0,0,,
60855075001,507500,1,2221,511,306,370,0,1701,115,250001,0,0,,
60855075002,507500,2,1322,291,347,327,0,875,16,139281,0,0,,
60855075003,507500,3,976,126,290,185,0,732,59,250001,0,0,,
60855075004,507500,4,1436,233,586,630,0,711,23,131250,0,0,,
60855076001,507600,1,769,96,238,261,0,508,0,217188,0,0,,
60855076002,507600,2,1275,281,452,523,0,666,0,250001,0,0,,
60855076003,507600,3,1756,437,319,451,0,1075,126,250001,0,0,,
60855076004,507600,4,2344,422,373,634,0,1547,0,250001,0,0,,
60855077011,507701,1,788,105,191,189,0,493,99,226518,0,0,,
60855077012,507701,2,2013,452,325,311,0,1582,37,250001,0,0,,
60855077013,507701,3,987,129,330,220,0,632,31,146833,0,0,,
60855077021,507702,1,2365,632,406,366,0,1895,0,250001,0,0,,
60855077022,507702,2,1858,467,438,493,0,1346,0,250001,0,0,,
60855077023,507702,3,2241,491,391,210,0,1977,77,250001,0,0,,
60855077041,507704,1,862,261,108,141,0,702,19,241806,0,0,,
60855077042,507704,2,2505,564,595,825,3,1505,106,145329,0,0,,
60855077051,507705,1,1578,337,334,411,0,989,105,196563,0,0,,
60855077052,507705,2,1160,219,326,326,15,718,34,250001,0,0,,
60855077053,507705,3,1215,200,203,369,3,709,91,250001,0,0,,
60855078051,507805,1,1243,237,220,262,45,772,174,183542,0,0,,
60855078052,507805,2,965,103,155,232,0,640,76,199792,0,0,,
60855078053,507805,3,1315,237,0,352,0,894,76,230365,0,0,,
60855078054,507805,4,1365,410,156,619,35,636,88,219063,0,0,,
60855078061,507806,1,1312,280,206,326,8,876,17,250001,0,0,,
60855078062,507806,2,1805,510,114,226,0,1531,23,201129,0,0,,
60855078063,507806,3,1354,409,7,92,0,1248,0,188644,0,0,,
60855078064,507806,4,1186,266,112,77,70,1000,39,195833,0,0,,
60855078071,507807,1,1456,330,226,265,1,1124,51,250001,0,0,,
60855078072,507807,2,1659,422,206,203,0,1368,0,221780,0,0,,
60855078081,507808,1,547,78,92,41,0,493,0,208875,0,0,,
60855078082,507808,2,1755,471,249,309,0,1429,19,250001,0,0,,
60855078083,507808,3,1706,533,79,136,0,1296,190,250001,0,0,,
60855078084,507808,4,1712,400,209,172,0,1478,15,250001,0,0,,
60855079031,507903,1,1151,160,330,211,0,940,25,206146,0,0,,
60855079032,507903,2,2194,646,215,245,0,1949,0,250001,0,0,,
60855079033,507903,3,1692,457,393,377,0,1278,66,163786,0,0,,
60855079041,507904,1,1426,294,291,189,0,1156,18,239773,0,0,,
60855079042,507904,2,1537,354,301,304,70,988,101,250001,0,0,,
60855079051,507905,1,1507,151,89,471,261,551,342,86604,0,0,,
60855079052,507905,2,1566,278,226,237,0,1329,0,241307,0,0,,
60855079053,507905,3,3523,1579,325,258,0,1880,48,209917,0,0,,
60855079061,507906,1,1322,165,278,295,0,1007,0,250001,0,0,,
60855079062,507906,2,1014,223,148,104,0,813,84,250001,0,0,,
60855079063,507906,3,882,182,165,166,0,651,0,250001,0,0,,
60855079064,507906,4,1281,427,133,112,0,1123,56,250001,0,0,,
60855080031,508003,1,1364,333,152,254,0,946,67,183393,0,0,,
60855080032,508003,2,872,214,102,250,0,586,13,241750,0,0,,
60855080041,508004,1,2775,733,85,322,0,2336,115,250001,0,0,,
60855080042,508004,2,1410,190,322,445,0,880,0,250001,0,0,,
60855080043,508004,3,1946,498,165,582,0,892,426,215625,0,0,,
60855080051,508005,1,1182,221,302,314,0,744,55,113629,0,0,,
60855080052,508005,2,1483,278,257,254,0,1096,85,189375,0,0,,
60855080053,508005,3,1170,285,228,518,0,609,37,250001,0,0,,
60855080061,508006,1,2580,529,440,588,22,1716,189,241574,0,0,,
60855080062,508006,2,1237,259,213,179,0,988,18,210278,0,0,,
60855081011,508101,1,2021,494,205,408,0,1457,2,250001,0,0,,
60855081012,508101,2,2627,789,280,717,0,1736,104,250001,0,0,,
60855081013,508101,3,2031,419,314,717,0,1023,302,210079,0,0,,
60855081021,508102,1,2555,690,313,673,0,1794,38,217500,0,0,,
60855081022,508102,2,1138,222,73,224,71,682,75,214135,0,0,,
60855082031,508203,1,1461,458,243,817,1,598,43,250001,0,0,,
60855082032,508203,2,1837,561,287,562,0,1162,19,250001,0,0,,
60855082033,508203,3,2213,628,336,886,34,1184,125,250001,0,0,,
60855082041,508204,1,1987,575,221,339,39,1204,386,250001,0,0,,
60855082042,508204,2,1126,387,117,303,0,730,46,250001,0,0,,
60855082043,508204,3,1612,345,190,344,28,1074,87,250001,0,0,,
60855082051,508205,1,1095,173,182,203,0,606,47,198125,0,0,,
60855082052,508205,2,3239,610,226,736,34,1823,330,221641,0,0,,
60855082061,508206,1,870,186,111,233,0,618,19,250001,0,0,,
60855082062,508206,2,1725,460,311,639,0,855,40,250001,0,0,,
60855082063,508206,3,1453,221,313,561,0,829,10,178427,0,0,,
60855083011,508301,1,1303,189,313,666,0,519,50,239929,0,0,,
60855083012,508301,2,1583,370,408,665,48,788,54,250001,0,0,,
60855083013,508301,3,1575,401,371,625,0,868,39,231786,0,0,,
60855083031,508303,1,1308,201,405,376,0,766,116,226389,0,0,,
60855083032,508303,2,1339,288,315,527,0,714,40,218713,0,0,,
60855083051,508305,1,1330,302,110,572,33,559,83,139722,0,0,,
60855083052,508305,2,1084,258,67,180,8,622,249,166645,0,0,,
60855083053,508305,3,2870,1022,237,93,226,1472,963,92493,0,0,,
60855083061,508306,1,692,115,76,239,0,367,27,248500,0,0,,
60855083062,508306,2,2288,424,572,838,7,1297,59,250001,0,0,,
60855084011,508401,1,1283,264,58,206,0,672,181,250001,0,0,,
60855084012,508401,2,1195,388,181,444,19,666,0,227574,0,0,,
60855084013,508401,3,1218,486,138,338,0,807,54,159307,0,0,,
60855084014,508401,4,1161,297,251,215,102,778,26,198421,0,0,,
60855084015,508401,5,1633,457,129,736,0,525,212,197036,0,0,,
60855084016,508401,6,1571,418,116,616,0,474,312,197014,0,0,,
60855084031,508403,1,552,68,224,241,0,228,19,198548,0,0,,
60855084032,508403,2,1576,558,297,848,11,329,256,250001,0,0,,
60855084033,508403,3,1048,274,155,479,0,499,27,250001,0,0,,
60855084041,508404,1,1130,272,269,493,80,492,0,-666666666,0,0,,
60855084042,508404,2,1809,498,165,520,16,1123,115,250001,0,0,,
