geoid,name,state,county,tract,block_group,total_population,under_18_population,age_65_plus_population,white_alone_population,black_alone_population,asian_alone_population,hispanic_or_latino_population,median_household_income,households_total,households_no_vehicle,households_no_vehicle_pct,poverty_rate_pct
060855019011,Block Group 1; Census Tract 5019.01; Santa Clara County; California,06,085,501901,1,3126,326,368,993,431,1055,684,147727,0,0,,
060855019021,Block Group 1; Census Tract 5019.02; Santa Clara County; California,06,085,501902,1,2264,349,28,638,79,682,884,169531,0,0,,
060855019022,Block Group 2; Census Tract 5019.02; Santa Clara County; California,06,085,501902,2,1355,114,110,459,27,309,496,102292,0,0,,
060855020011,Block Group 1; Census Tract 5020.01; Santa Clara County; California,06,085,502001,1,1336,506,67,144,0,159,668,63240,0,0,,
060855020012,Block Group 2; Census Tract 5020.01; Santa Clara County; California,06,085,502001,2,759,97,177,319,0,137,284,81530,0,0,,
060855020013,Block Group 3; Census Tract 5020.01; Santa Clara County; California,06,085,502001,3,1368,428,134,839,33,308,318,206157,0,0,,
060855020014,Block Group 4; Census Tract 5020.01; Santa Clara County; California,06,085,502001,4,1493,277,208,395,76,124,1010,94185,0,0,,
060855020021,Block Group 1; Census Tract 5020.02; Santa Clara County; California,06,085,502002,1,658,193,97,89,0,95,511,68967,0,0,,
060855020022,Block Group 2; Census Tract 5020.02; Santa Clara County; California,06,085,502002,2,1565,283,61,405,109,119,1054,114500,0,0,,
060855020023,Block Group 3; Census Tract 5020.02; Santa Clara County; California,06,085,502002,3,2762,713,149,708,32,372,1568,130221,0,0,,
060855021011,Block Group 1; Census Tract 5021.01; Santa Clara County; California,06,085,502101,1,1340,264,83,586,0,376,245,200565,0,0,,
060855021012,Block Group 2; Census Tract 5021.01; Santa Clara County; California,06,085,502101,2,987,194,184,477,0,257,209,160268,0,0,,
060855021013,Block Group 3; Census Tract 5021.01; Santa Clara County; California,06,085,502101,3,3034,477,958,1359,137,769,671,119375,0,0,,
060855021031,Block Group 1; Census Tract 5021.03; Santa Clara County; California,06,085,502103,1,2065,382,235,471,41,353,1266,82652,0,0,,
060855021032,Block Group 2; Census Tract 5021.03; Santa Clara County; California,06,085,502103,2,2160,279,238,520,264,396,841,100368,0,0,,
060855021041,Block Group 1; Census Tract 5021.04; Santa Clara County; California,06,085,502104,1,1715,410,185,427,38,520,606,156118,0,0,,
060855021042,Block Group 2; Census Tract 5021.04; Santa Clara County; California,06,085,502104,2,744,123,176,276,22,166,257,79850,0,0,,
060855022021,Block Group 1; Census Tract 5022.02; Santa Clara County; California,06,085,502202,1,1400,229,260,757,51,172,367,120341,0,0,,
060855022022,Block Group 2; Census Tract 5022.02; Santa Clara County; California,06,085,502202,2,1107,122,182,577,99,53,334,134896,0,0,,
060855022023,Block Group 3; Census Tract 5022.02; Santa Clara County; California,06,085,502202,3,643,36,122,331,0,235,12,87206,0,0,,
060855022031,Block Group 1; Census Tract 5022.03; Santa Clara County; California,06,085,502203,1,1822,154,372,667,94,627,316,99659,0,0,,
060855022032,Block Group 2; Census Tract 5022.03; Santa Clara County; California,06,085,502203,2,2053,235,300,664,22,313,897,180729,0,0,,
060855022041,Block Group 1; Census Tract 5022.04; Santa Clara County; California,06,085,502204,1,2122,555,277,665,220,285,1136,80172,0,0,,
060855022042,Block Group 2; Census Tract 5022.04; Santa Clara County; California,06,085,502204,2,1272,512,16,475,0,217,580,35942,0,0,,
060855023011,Block Group 1; Census Tract 5023.01; Santa Clara County; California,06,085,502301,1,1772,289,274,913,39,228,540,152159,0,0,,
060855023012,Block Group 2; Census Tract 5023.01; Santa Clara County; California,06,085,502301,2,1249,212,266,734,20,172,286,217986,0,0,,
060855023021,Block Group 1; Census Tract 5023.02; Santa Clara County; California,06,085,502302,1,1172,233,161,649,39,152,301,178245,0,0,,
060855023022,Block Group 2; Census Tract 5023.02; Santa Clara County; California,06,085,502302,2,2089,375,330,828,40,221,1035,121098,0,0,,
060855024001,Block Group 1; Census Tract 5024; Santa Clara County; California,06,085,502400,1,617,63,55,511,0,31,60,250001,0,0,,
060855024002,Block Group 2; Census Tract 5024; Santa Clara County; California,06,085,502400,2,903,266,122,691,0,0,234,250001,0,0,,
060855024003,Block Group 3; Census Tract 5024; Santa Clara County; California,06,085,502400,3,789,167,208,550,17,0,168,250001,0,0,,
060855024004,Block Group 4; Census Tract 5024; Santa Clara County; California,06,085,502400,4,837,256,24,567,0,143,97,250001,0,0,,
060855024005,Block Group 5; Census Tract 5024; Santa Clara County; California,06,085,502400,5,1449,245,399,657,46,226,414,123828,0,0,,
060855024006,Block Group 6; Census Tract 5024; Santa Clara County; California,06,085,502400,6,1348,287,349,849,0,219,159,202543,0,0,,
060855024007,Block Group 7; Census Tract 5024; Santa Clara County; California,06,085,502400,7,1164,221,228,779,0,51,246,247865,0,0,,
060855025001,Block Group 1; Census Tract 5025; Santa Clara County; California,06,085,502500,1,920,211,87,751,35,116,20,229444,0,0,,
060855025002,Block Group 2; Census Tract 5025; Santa Clara County; California,06,085,502500,2,1093,382,133,347,97,187,376,227481,0,0,,
060855025003,Block Group 3; Census Tract 5025; Santa Clara County; California,06,085,502500,3,777,127,109,391,4,230,3,216131,0,0,,
060855025004,Block Group 4; Census Tract 5025; Santa Clara County; California,06,085,502500,4,603,69,214,415,28,121,0,250001,0,0,,
060855025005,Block Group 5; Census Tract 5025; Santa Clara County; California,06,085,502500,5,2304,553,297,1301,0,143,1082,163729,0,0,,
060855025006,Block Group 6; Census Tract 5025; Santa Clara County; California,06,085,502500,6,1051,262,122,678,0,207,175,237389,0,0,,
060855026011,Block Group 1; Census Tract 5026.01; Santa Clara County; California,06,085,502601,1,810,221,110,490,33,123,173,250001,0,0,,
060855026012,Block Group 2; Census Tract 5026.01; Santa Clara County; California,06,085,502601,2,1341,440,280,617,27,76,641,242750,0,0,,
060855026013,Block Group 3; Census Tract 5026.01; Santa Clara County; California,06,085,502601,3,1178,71,476,588,0,242,174,129375,0,0,,
060855026031,Block Group 1; Census Tract 5026.03; Santa Clara County; California,06,085,502603,1,689,134,159,328,7,163,56,146667,0,0,,
060855026032,Block Group 2; Census Tract 5026.03; Santa Clara County; California,06,085,502603,2,984,186,250,785,15,112,72,204167,0,0,,
060855026033,Block Group 3; Census Tract 5026.03; Santa Clara County; California,06,085,502603,3,1143,235,180,739,5,188,95,250001,0,0,,
060855026041,Block Group 1; Census Tract 5026.04; Santa Clara County; California,06,085,502604,1,1615,416,140,592,254,190,528,97717,0,0,,
060855026042,Block Group 2; Census Tract 5026.04; Santa Clara County; California,06,085,502604,2,820,64,90,397,0,299,50,214028,0,0,,
060855026043,Block Group 3; Census Tract 5026.04; Santa Clara County; California,06,085,502604,3,1677,194,240,989,0,229,340,108780,0,0,,
060855027011,Block Group 1; Census Tract 5027.01; Santa Clara County; California,06,085,502701,1,1427,275,279,787,75,374,265,132895,0,0,,
060855027012,Block Group 2; Census Tract 5027.01; Santa Clara County; California,06,085,502701,2,2654,956,143,966,30,860,519,132959,0,0,,
060855027013,Block Group 3; Census Tract 5027.01; Santa Clara County; California,06,085,502701,3,1610,290,197,718,23,209,681,141523,0,0,,
060855027031,Block Group 1; Census Tract 5027.03; Santa Clara County; California,06,085,502703,1,1249,298,301,453,12,437,336,221118,0,0,,
060855027032,Block Group 2; Census Tract 5027.03; Santa Clara County; California,06,085,502703,2,1114,204,164,537,93,350,80,140404,0,0,,
060855027033,Block Group 3; Census Tract 5027.03; Santa Clara County; California,06,085,502703,3,1933,479,178,753,42,719,197,145833,0,0,,
060855027041,Block Group 1; Census Tract 5027.04; Santa Clara County; California,06,085,502704,1,1484,378,289,243,42,1026,125,95000,0,0,,
060855027042,Block Group 2; Census Tract 5027.04; Santa Clara County; California,06,085,502704,2,1355,263,193,776,150,295,159,184643,0,0,,
060855027043,Block Group 3; Census Tract 5027.04; Santa Clara County; California,06,085,502704,3,1426,378,265,578,14,672,44,250001,0,0,,
060855028001,Block Group 1; Census Tract 5028; Santa Clara County; California,06,085,502800,1,1146,195,174,698,0,218,337,199188,0,0,,
060855028002,Block Group 2; Census Tract 5028; Santa Clara County; California,06,085,502800,2,1781,480,163,579,20,659,473,154375,0,0,,
060855028003,Block Group 3; Census Tract 5028; Santa Clara County; California,06,085,502800,3,1309,257,293,650,0,355,215,179375,0,0,,
060855029011,Block Group 1; Census Tract 5029.01; Santa Clara County; California,06,085,502901,1,2055,606,242,930,105,267,605,186702,0,0,,
060855029012,Block Group 2; Census Tract 5029.01; Santa Clara County; California,06,085,502901,2,1252,272,142,738,1,346,196,195057,0,0,,
060855029013,Block Group 3; Census Tract 5029.01; Santa Clara County; California,06,085,502901,3,858,144,131,509,0,156,160,211140,0,0,,
060855029014,Block Group 4; Census Tract 5029.01; Santa Clara County; California,06,085,502901,4,1879,296,168,893,71,255,726,95194,0,0,,
060855029021,Block Group 1; Census Tract 5029.02; Santa Clara County; California,06,085,502902,1,2976,1120,528,2450,0,222,140,221944,0,0,,
060855029022,Block Group 2; Census Tract 5029.02; Santa Clara County; California,06,085,502902,2,2574,578,194,1310,0,830,376,210938,0,0,,
060855029023,Block Group 3; Census Tract 5029.02; Santa Clara County; California,06,085,502902,3,3500,789,583,2120,16,807,630,183984,0,0,,
060855029031,Block Group 1; Census Tract 5029.03; Santa Clara County; California,06,085,502903,1,2145,545,391,1486,0,292,246,250001,0,0,,
060855029032,Block Group 2; Census Tract 5029.03; Santa Clara County; California,06,085,502903,2,1642,405,237,743,10,587,197,247344,0,0,,
060855029033,Block Group 3; Census Tract 5029.03; Santa Clara County; California,06,085,502903,3,1531,332,282,692,9,421,343,220500,0,0,,
060855029061,Block Group 1; Census Tract 5029.06; Santa Clara County; California,06,085,502906,1,1369,339,99,608,11,222,392,110804,0,0,,
060855029062,Block Group 2; Census Tract 5029.06; Santa Clara County; California,06,085,502906,2,1946,605,184,1136,0,583,179,202222,0,0,,
060855029063,Block Group 3; Census Tract 5029.06; Santa Clara County; California,06,085,502906,3,1706,244,335,772,59,427,417,117813,0,0,,
060855029071,Block Group 1; Census Tract 5029.07; Santa Clara County; California,06,085,502907,1,1618,323,216,966,69,349,203,203646,0,0,,
060855029072,Block Group 2; Census Tract 5029.07; Santa Clara County; California,06,085,502907,2,2204,492,462,1031,78,517,345,226875,0,0,,
060855029081,Block Group 1; Census Tract 5029.08; Santa Clara County; California,06,085,502908,1,2749,686,216,965,0,585,922,136378,0,0,,
060855029082,Block Group 2; Census Tract 5029.08; Santa Clara County; California,06,085,502908,2,2175,531,367,915,0,949,146,177750,0,0,,
060855029083,Block Group 3; Census Tract 5029.08; Santa Clara County; California,06,085,502908,3,1637,318,261,1024,4,489,133,250001,0,0,,
060855029091,Block Group 1; Census Tract 5029.09; Santa Clara County; California,06,085,502909,1,1149,251,57,636,0,357,301,220333,0,0,,
060855029092,Block Group 2; Census Tract 5029.09; Santa Clara County; California,06,085,502909,2,1042,335,232,884,0,73,138,140855,0,0,,
060855029093,Block Group 3; Census Tract 5029.09; Santa Clara County; California,06,085,502909,3,1426,540,67,412,21,153,961,90938,0,0,,
060855029094,Block Group 4; Census Tract 5029.09; Santa Clara County; California,06,085,502909,4,1195,42,343,500,58,127,463,90192,0,0,,
060855029101,Block Group 1; Census Tract 5029.10; Santa Clara County; California,06,085,502910,1,860,279,103,414,3,294,167,121379,0,0,,
060855029102,Block Group 2; Census Tract 5029.10; Santa Clara County; California,06,085,502910,2,962,147,130,569,0,25,335,187000,0,0,,
060855029103,Block Group 3; Census Tract 5029.10; Santa Clara County; California,06,085,502910,3,835,299,24,119,0,35,622,162887,0,0,,
060855029104,Block Group 4; Census Tract 5029.10; Santa Clara County; California,06,085,502910,4,1128,282,205,384,10,222,389,86303,0,0,,
060855030011,Block Group 1; Census Tract 5030.01; Santa Clara County; California,06,085,503001,1,1240,258,396,860,0,126,165,141667,0,0,,
060855030012,Block Group 2; Census Tract 5030.01; Santa Clara County; California,06,085,503001,2,937,188,191,767,0,97,108,150625,0,0,,
060855030013,Block Group 3; Census Tract 5030.01; Santa Clara County; California,06,085,503001,3,2253,691,460,1472,0,448,308,149917,0,0,,
060855030021,Block Group 1; Census Tract 5030.02; Santa Clara County; California,06,085,503002,1,1331,263,179,437,58,276,526,121970,0,0,,
060855030022,Block Group 2; Census Tract 5030.02; Santa Clara County; California,06,085,503002,2,2304,400,761,1305,6,321,453,172794,0,0,,
060855030031,Block Group 1; Census Tract 5030.03; Santa Clara County; California,06,085,503003,1,1672,413,275,898,0,438,218,189844,0,0,,
060855030032,Block Group 2; Census Tract 5030.03; Santa Clara County; California,06,085,503003,2,1905,368,208,1154,0,513,460,162083,0,0,,
060855030033,Block Group 3; Census Tract 5030.03; Santa Clara County; California,06,085,503003,3,1450,244,165,639,4,498,231,250001,0,0,,
060855031051,Block Group 1; Census Tract 5031.05; Santa Clara County; California,06,085,503105,1,2012,383,391,309,1,1249,531,61838,0,0,,
060855031101,Block Group 1; Census Tract 5031.10; Santa Clara County; California,06,085,503110,1,1488,489,64,47,21,255,1077,82102,0,0,,
060855031102,Block Group 2; Census Tract 5031.10; Santa Clara County; California,06,085,503110,2,983,312,46,64,0,377,577,58125,0,0,,
060855031103,Block Group 3; Census Tract 5031.10; Santa Clara County; California,06,085,503110,3,1146,374,114,58,172,276,708,83036,0,0,,
060855031111,Block Group 1; Census Tract 5031.11; Santa Clara County; California,06,085,503111,1,1608,647,114,10,155,190,1185,128983,0,0,,
060855031112,Block Group 2; Census Tract 5031.11; Santa Clara County; California,06,085,503111,2,1379,317,162,146,0,739,488,136750,0,0,,
060855031113,Block Group 3; Census Tract 5031.11; Santa Clara County; California,06,085,503111,3,2431,461,563,44,3,1255,1137,134451,0,0,,
060855031121,Block Group 1; Census Tract 5031.12; Santa Clara County; California,06,085,503112,1,1322,289,346,157,5,570,577,35438,0,0,,
060855031122,Block Group 2; Census Tract 5031.12; Santa Clara County; California,06,085,503112,2,1068,136,89,349,13,151,681,89122,0,0,,
060855031123,Block Group 3; Census Tract 5031.12; Santa Clara County; California,06,085,503112,3,1588,246,62,278,312,257,732,79931,0,0,,
060855031131,Block Group 1; Census Tract 5031.13; Santa Clara County; California,06,085,503113,1,2488,341,334,614,48,201,1633,93313,0,0,,
060855031132,Block Group 2; Census Tract 5031.13; Santa Clara County; California,06,085,503113,2,1540,417,170,250,0,150,1252,113028,0,0,,
060855031161,Block Group 1; Census Tract 5031.16; Santa Clara County; California,06,085,503116,1,2809,639,243,1020,9,778,1082,164489,0,0,,
060855031162,Block Group 2; Census Tract 5031.16; Santa Clara County; California,06,085,503116,2,2035,258,654,585,263,800,557,80313,0,0,,
060855031163,Block Group 3; Census Tract 5031.16; Santa Clara County; California,06,085,503116,3,1552,210,278,569,253,504,101,110156,0,0,,
060855031171,Block Group 1; Census Tract 5031.17; Santa Clara County; California,06,085,503117,1,1174,304,117,17,7,396,721,74464,0,0,,
060855031172,Block Group 2; Census Tract 5031.17; Santa Clara County; California,06,085,503117,2,1428,313,308,58,0,689,648,92000,0,0,,
060855031181,Block Group 1; Census Tract 5031.18; Santa Clara County; California,06,085,503118,1,674,20,134,0,70,352,248,95568,0,0,,
060855031182,Block Group 2; Census Tract 5031.18; Santa Clara County; California,06,085,503118,2,1864,413,73,309,96,560,884,146058,0,0,,
060855031183,Block Group 3; Census Tract 5031.18; Santa Clara County; California,06,085,503118,3,2417,645,68,100,36,303,1735,89865,0,0,,
060855031211,Block Group 1; Census Tract 5031.21; Santa Clara County; California,06,085,503121,1,1065,298,188,106,211,293,466,65972,0,0,,
060855031212,Block Group 2; Census Tract 5031.21; Santa Clara County; California,06,085,503121,2,2430,632,289,229,171,449,1613,101600,0,0,,
060855031213,Block Group 3; Census Tract 5031.21; Santa Clara County; California,06,085,503121,3,1578,467,134,64,0,121,1380,98625,0,0,,
060855031221,Block Group 1; Census Tract 5031.22; Santa Clara County; California,06,085,503122,1,2303,479,465,288,20,1304,552,43250,0,0,,
060855031222,Block Group 2; Census Tract 5031.22; Santa Clara County; California,06,085,503122,2,1042,250,119,47,9,497,442,-666666666,0,0,,
060855031231,Block Group 1; Census Tract 5031.23; Santa Clara County; California,06,085,503123,1,1745,407,152,424,30,312,1003,102530,0,0,,
060855031232,Block Group 2; Census Tract 5031.23; Santa Clara County; California,06,085,503123,2,2127,434,359,394,253,334,1231,42250,0,0,,
060855031241,Block Group 1; Census Tract 5031.24; Santa Clara County; California,06,085,503124,1,2775,418,481,635,73,808,1267,130485,0,0,,
060855031242,Block Group 2; Census Tract 5031.24; Santa Clara County; California,06,085,503124,2,1437,493,114,66,116,627,628,-666666666,0,0,,
060855031243,Block Group 3; Census Tract 5031.24; Santa Clara County; California,06,085,503124,3,1863,731,49,477,399,397,669,102274,0,0,,
060855031251,Block Group 1; Census Tract 5031.25; Santa Clara County; California,06,085,503125,1,2579,678,73,891,41,988,660,145060,0,0,,
060855031252,Block Group 2; Census Tract 5031.25; Santa Clara County; California,06,085,503125,2,1503,314,165,884,63,232,203,190724,0,0,,
060855031261,Block Group 1; Census Tract 5031.26; Santa Clara County; California,06,085,503126,1,3964,1108,335,1077,546,1728,1193,178929,0,0,,
060855031271,Block Group 1; Census Tract 5031.27; Santa Clara County; California,06,085,503127,1,1898,244,221,461,101,917,423,190547,0,0,,
060855031272,Block Group 2; Census Tract 5031.27; Santa Clara County; California,06,085,503127,2,3402,510,461,780,291,1974,102,221100,0,0,,
060855032071,Block Group 1; Census Tract 5032.07; Santa Clara County; California,06,085,503207,1,1859,279,363,112,147,1319,284,171389,0,0,,
060855032072,Block Group 2; Census Tract 5032.07; Santa Clara County; California,06,085,503207,2,1587,244,460,284,30,1106,278,128056,0,0,,
060855032081,Block Group 1; Census Tract 5032.08; Santa Clara County; California,06,085,503208,1,1609,400,136,423,14,275,1260,128750,0,0,,
060855032082,Block Group 2; Census Tract 5032.08; Santa Clara County; California,06,085,503208,2,1573,294,287,116,4,840,642,204583,0,0,,
060855032101,Block Group 1; Census Tract 5032.10; Santa Clara County; California,06,085,503210,1,2631,418,249,272,19,1418,1007,121875,0,0,,
060855032102,Block Group 2; Census Tract 5032.10; Santa Clara County; California,06,085,503210,2,1436,183,276,85,190,773,414,117386,0,0,,
060855032111,Block Group 1; Census Tract 5032.11; Santa Clara County; California,06,085,503211,1,2869,610,419,282,26,1710,877,102823,0,0,,
060855032112,Block Group 2; Census Tract 5032.11; Santa Clara County; California,06,085,503211,2,1782,333,383,198,78,815,613,139091,0,0,,
060855032121,Block Group 1; Census Tract 5032.12; Santa Clara County; California,06,085,503212,1,1621,139,273,120,7,1028,443,101750,0,0,,
060855032122,Block Group 2; Census Tract 5032.12; Santa Clara County; California,06,085,503212,2,1237,187,260,127,0,641,244,143056,0,0,,
060855032123,Block Group 3; Census Tract 5032.12; Santa Clara County; California,06,085,503212,3,1368,352,247,26,7,1065,235,205093,0,0,,
060855032131,Block Group 1; Census Tract 5032.13; Santa Clara County; California,06,085,503213,1,2198,667,340,46,4,1604,525,70833,0,0,,
060855032132,Block Group 2; Census Tract 5032.13; Santa Clara County; California,06,085,503213,2,2722,596,305,198,31,1610,846,77212,0,0,,
060855032171,Block Group 1; Census Tract 5032.17; Santa Clara County; California,06,085,503217,1,1499,402,135,159,0,182,1315,102857,0,0,,
060855032172,Block Group 2; Census Tract 5032.17; Santa Clara County; California,06,085,503217,2,749,193,120,22,0,215,412,77237,0,0,,
060855032173,Block Group 3; Census Tract 5032.17; Santa Clara County; California,06,085,503217,3,1421,384,142,159,14,468,937,81071,0,0,,
060855032181,Block Group 1; Census Tract 5032.18; Santa Clara County; California,06,085,503218,1,1571,344,124,48,0,396,1100,117333,0,0,,
060855032182,Block Group 2; Census Tract 5032.18; Santa Clara County; California,06,085,503218,2,1267,397,135,90,78,244,913,37014,0,0,,
060855032183,Block Group 3; Census Tract 5032.18; Santa Clara County; California,06,085,503218,3,1389,361,259,142,0,86,1251,118681,0,0,,
060855032191,Block Group 1; Census Tract 5032.19; Santa Clara County; California,06,085,503219,1,1042,112,123,59,244,417,383,65893,0,0,,
060855032192,Block Group 2; Census Tract 5032.19; Santa Clara County; California,06,085,503219,2,1696,456,209,154,20,652,870,56976,0,0,,
060855032201,Block Group 1; Census Tract 5032.20; Santa Clara County; California,06,085,503220,1,1759,491,96,127,2,550,1013,155163,0,0,,
060855032202,Block Group 2; Census Tract 5032.20; Santa Clara County; California,06,085,503220,2,2016,231,310,181,0,995,839,103558,0,0,,
060855032203,Block Group 3; Census Tract 5032.20; Santa Clara County; California,06,085,503220,3,916,254,124,42,91,303,493,52607,0,0,,
060855032211,Block Group 1; Census Tract 5032.21; Santa Clara County; California,06,085,503221,1,1145,229,405,64,15,858,169,29250,0,0,,
060855032212,Block Group 2; Census Tract 5032.21; Santa Clara County; California,06,085,503221,2,1288,206,208,54,0,871,386,113993,0,0,,
060855032221,Block Group 1; Census Tract 5032.22; Santa Clara County; California,06,085,503222,1,2651,437,280,53,0,1223,1383,125883,0,0,,
060855032222,Block Group 2; Census Tract 5032.22; Santa Clara County; California,06,085,503222,2,2783,813,318,62,0,1019,1685,79875,0,0,,
060855033041,Block Group 1; Census Tract 5033.04; Santa Clara County; California,06,085,503304,1,1910,242,426,208,86,885,812,44167,0,0,,
060855033042,Block Group 2; Census Tract 5033.04; Santa Clara County; California,06,085,503304,2,2759,593,655,219,11,1603,1051,108889,0,0,,
060855033043,Block Group 3; Census Tract 5033.04; Santa Clara County; California,06,085,503304,3,1260,346,236,21,23,863,352,174189,0,0,,
060855033044,Block Group 4; Census Tract 5033.04; Santa Clara County; California,06,085,503304,4,637,42,275,65,23,401,145,75601,0,0,,
060855033051,Block Group 1; Census Tract 5033.05; Santa Clara County; California,06,085,503305,1,1244,135,321,51,70,883,250,116635,0,0,,
060855033052,Block Group 2; Census Tract 5033.05; Santa Clara County; California,06,085,503305,2,2999,808,455,230,0,1246,1661,106996,0,0,,
060855033053,Block Group 3; Census Tract 5033.05; Santa Clara County; California,06,085,503305,3,1631,212,454,71,0,1103,410,47935,0,0,,
060855033061,Block Group 1; Census Tract 5033.06; Santa Clara County; California,06,085,503306,1,950,150,175,135,0,701,109,83300,0,0,,
060855033062,Block Group 2; Census Tract 5033.06; Santa Clara County; California,06,085,503306,2,1902,359,258,38,9,654,1176,121522,0,0,,
060855033063,Block Group 3; Census Tract 5033.06; Santa Clara County; California,06,085,503306,3,1000,132,121,59,1,576,392,136563,0,0,,
060855033121,Block Group 1; Census Tract 5033.12; Santa Clara County; California,06,085,503312,1,626,182,87,237,64,141,191,141932,0,0,,
060855033122,Block Group 2; Census Tract 5033.12; Santa Clara County; California,06,085,503312,2,1879,337,434,465,317,772,333,191727,0,0,,
060855033123,Block Group 3; Census Tract 5033.12; Santa Clara County; California,06,085,503312,3,1045,387,98,49,88,220,688,162414,0,0,,
060855033131,Block Group 1; Census Tract 5033.13; Santa Clara County; California,06,085,503313,1,1558,334,214,125,12,1290,48,250001,0,0,,
060855033132,Block Group 2; Census Tract 5033.13; Santa Clara County; California,06,085,503313,2,1550,265,467,175,15,1206,240,219615,0,0,,
060855033133,Block Group 3; Census Tract 5033.13; Santa Clara County; California,06,085,503313,3,1341,341,239,336,48,655,314,172500,0,0,,
060855033151,Block Group 1; Census Tract 5033.15; Santa Clara County; California,06,085,503315,1,2090,326,419,112,0,1530,465,166574,0,0,,
060855033152,Block Group 2; Census Tract 5033.15; Santa Clara County; California,06,085,503315,2,903,104,199,217,0,418,239,67386,0,0,,
060855033153,Block Group 3; Census Tract 5033.15; Santa Clara County; California,06,085,503315,3,3105,686,279,555,140,1529,1247,158594,0,0,,
060855033154,Block Group 4; Census Tract 5033.15; Santa Clara County; California,06,085,503315,4,1724,395,247,119,0,1355,263,145481,0,0,,
060855033211,Block Group 1; Census Tract 5033.21; Santa Clara County; California,06,085,503321,1,2130,340,485,157,2,1506,527,149722,0,0,,
060855033212,Block Group 2; Census Tract 5033.21; Santa Clara County; California,06,085,503321,2,2221,267,497,176,3,1738,365,183990,0,0,,
060855033221,Block Group 1; Census Tract 5033.22; Santa Clara County; California,06,085,503322,1,1610,343,253,198,126,447,936,138913,0,0,,
060855033222,Block Group 2; Census Tract 5033.22; Santa Clara County; California,06,085,503322,2,1757,271,380,198,0,1325,239,150625,0,0,,
060855033223,Block Group 3; Census Tract 5033.22; Santa Clara County; California,06,085,503322,3,1139,85,163,159,0,416,607,154387,0,0,,
060855033231,Block Group 1; Census Tract 5033.23; Santa Clara County; California,06,085,503323,1,1555,335,318,169,25,1059,256,179000,0,0,,
060855033232,Block Group 2; Census Tract 5033.23; Santa Clara County; California,06,085,503323,2,2254,406,319,182,10,1301,779,167803,0,0,,
060855033241,Block Group 1; Census Tract 5033.24; Santa Clara County; California,06,085,503324,1,1838,251,295,99,50,1306,335,148571,0,0,,
060855033242,Block Group 2; Census Tract 5033.24; Santa Clara County; California,06,085,503324,2,1495,324,398,147,15,1185,113,171410,0,0,,
060855033251,Block Group 1; Census Tract 5033.25; Santa Clara County; California,06,085,503325,1,2250,552,466,332,0,1357,558,145302,0,0,,
060855033252,Block Group 2; Census Tract 5033.25; Santa Clara County; California,06,085,503325,2,2228,585,189,89,0,1830,297,181346,0,0,,
060855033261,Block Group 1; Census Tract 5033.26; Santa Clara County; California,06,085,503326,1,2212,409,416,61,32,1508,523,167885,0,0,,
060855033262,Block Group 2; Census Tract 5033.26; Santa Clara County; California,06,085,503326,2,1914,402,194,107,10,1724,10,250001,0,0,,
060855033263,Block Group 3; Census Tract 5033.26; Santa Clara County; California,06,085,503326,3,2703,700,446,727,0,1752,180,196625,0,0,,
060855033271,Block Group 1; Census Tract 5033.27; Santa Clara County; California,06,085,503327,1,1530,408,235,89,4,971,454,234250,0,0,,
060855033272,Block Group 2; Census Tract 5033.27; Santa Clara County; California,06,085,503327,2,1695,352,284,123,0,1226,248,224398,0,0,,
060855033273,Block Group 3; Census Tract 5033.27; Santa Clara County; California,06,085,503327,3,1209,240,443,296,23,323,456,120714,0,0,,
060855033291,Block Group 1; Census Tract 5033.29; Santa Clara County; California,06,085,503329,1,1910,550,136,415,0,1411,112,241176,0,0,,
060855033292,Block Group 2; Census Tract 5033.29; Santa Clara County; California,06,085,503329,2,1384,167,437,142,35,1095,23,147064,0,0,,
060855033301,Block Group 1; Census Tract 5033.30; Santa Clara County; California,06,085,503330,1,2143,563,638,230,318,1321,285,250001,0,0,,
060855033302,Block Group 2; Census Tract 5033.30; Santa Clara County; California,06,085,503330,2,1492,347,159,0,0,1444,48,250001,0,0,,
060855033303,Block Group 3; Census Tract 5033.30; Santa Clara County; California,06,085,503330,3,1480,352,124,60,38,1267,71,250001,0,0,,
060855033304,Block Group 4; Census Tract 5033.30; Santa Clara County; California,06,085,503330,4,1435,280,214,185,0,1100,101,250001,0,0,,
060855033311,Block Group 1; Census Tract 5033.31; Santa Clara County; California,06,085,503331,1,2438,323,1229,825,16,1269,207,100691,0,0,,
060855033312,Block Group 2; Census Tract 5033.31; Santa Clara County; California,06,085,503331,2,1043,176,248,227,3,481,287,219000,0,0,,
060855033321,Block Group 1; Census Tract 5033.32; Santa Clara County; California,06,085,503332,1,1599,0,1330,890,0,464,277,91205,0,0,,
060855033322,Block Group 2; Census Tract 5033.32; Santa Clara County; California,06,085,503332,2,771,0,553,709,0,22,22,119077,0,0,,
060855033323,Block Group 3; Census Tract 5033.32; Santa Clara County; California,06,085,503332,3,1292,281,80,218,7,863,186,157004,0,0,,
060855033324,Block Group 4; Census Tract 5033.32; Santa Clara County; California,06,085,503332,4,2235,211,953,997,101,721,360,158209,0,0,,
060855033331,Block Group 1; Census Tract 5033.33; Santa Clara County; California,06,085,503333,1,1573,205,363,296,0,768,563,214750,0,0,,
